Image_File,symptom_classifier_final1_Prediction,symptom_classifier_final1_Confidence,symptom_classifier_final2_Prediction,symptom_classifier_final2_Confidence,symptom_classifier_final3_Prediction,symptom_classifier_final3_Confidence,Total_Consensus
2792156013_1.png,wrinkles,70.06,wrinkles,76.7,wrinkles,98.49,True
2793469847_0.png,wrinkles,99.86,wrinkles,93.84,wrinkles,91.94,True
2795761759_0.png,wrinkles,99.78,wrinkles,99.84,wrinkles,89.39,True
2795845220_0.png,wrinkles,87.83,wrinkles,35.55,acne,54.43,False
2796341837_0.png,wrinkles,99.97,wrinkles,99.56,wrinkles,99.38,True
2796630392_0.png,wrinkles,99.82,wrinkles,99.19,wrinkles,99.89,True
2798140982_0.png,wrinkles,99.68,wrinkles,92.69,wrinkles,98.38,True
2799184414_0.png,clear_face,62.09,clear_face,48.06,wrinkles,72.93,False
27995837_0.png,wrinkles,96.45,wrinkles,82.03,wrinkles,79.41,True
2799821438_1.png,wrinkles,99.99,wrinkles,99.33,wrinkles,99.63,True
2801217251_0.png,darkspots,66.24,darkspots,89.14,darkspots,71.98,True
2801375935_2.png,wrinkles,92.01,wrinkles,70.3,wrinkles,85.38,True
2804050387_0.png,wrinkles,67.0,wrinkles,96.36,wrinkles,88.83,True
2804704494_0.png,wrinkles,99.42,wrinkles,99.07,wrinkles,98.47,True
2805901124_0.png,wrinkles,99.35,wrinkles,99.61,wrinkles,99.77,True
2806412198_0.png,wrinkles,86.66,wrinkles,79.16,wrinkles,73.57,True
2806697814_0.png,wrinkles,98.19,wrinkles,99.65,wrinkles,93.08,True
2806938637_0.png,wrinkles,86.02,puffy_eyes,46.63,wrinkles,76.68,False
2808662108_1.png,wrinkles,94.53,puffy_eyes,57.76,wrinkles,90.47,False
2809179232_1.png,wrinkles,100.0,wrinkles,99.86,wrinkles,99.93,True
2811946622_0.png,wrinkles,100.0,wrinkles,97.73,wrinkles,99.66,True
2811974488_0.png,wrinkles,99.63,wrinkles,99.35,wrinkles,98.57,True
281202550_0.png,wrinkles,99.9,wrinkles,88.12,wrinkles,88.22,True
2812415900_5.png,wrinkles,96.11,wrinkles,86.01,wrinkles,75.58,True
2812419014_0.png,wrinkles,97.18,wrinkles,98.43,wrinkles,67.1,True
2812517101_0.png,wrinkles,99.93,wrinkles,95.07,wrinkles,94.85,True
2813278643_1.png,wrinkles,99.93,wrinkles,99.3,wrinkles,99.17,True
2813373267_0.png,wrinkles,99.91,wrinkles,99.84,wrinkles,99.41,True
2814014900_0.png,wrinkles,100.0,wrinkles,99.89,wrinkles,99.86,True
2814818208_0.png,clear_face,97.51,clear_face,50.56,clear_face,94.29,True
2815201192_0.png,wrinkles,99.6,wrinkles,98.36,wrinkles,99.49,True
2815518738_0.png,wrinkles,80.92,wrinkles,97.4,wrinkles,95.18,True
2816134991_0.png,wrinkles,98.32,wrinkles,91.89,wrinkles,80.28,True
2817658565_1.png,wrinkles,99.88,wrinkles,93.13,wrinkles,81.74,True
2819870309_0.png,acne,60.16,acne,53.78,acne,89.09,True
2820791525_0.png,wrinkles,70.29,wrinkles,86.66,darkspots,43.71,False
2821746343_0.png,wrinkles,98.0,wrinkles,87.21,wrinkles,95.47,True
2821752662_1.png,wrinkles,99.94,wrinkles,99.81,wrinkles,99.97,True
2823210384_0.png,acne,36.77,darkspots,51.14,wrinkles,62.97,False
2823374580_0.png,wrinkles,99.98,wrinkles,99.98,wrinkles,99.99,True
2823374580_1.png,wrinkles,99.64,wrinkles,96.33,wrinkles,98.32,True
2824368471_0.png,wrinkles,99.22,wrinkles,99.69,wrinkles,99.46,True
2825140857_0.png,acne,97.07,acne,56.88,acne,62.45,True
2826975435_0.png,clear_face,57.59,wrinkles,91.81,wrinkles,49.44,False
2827476_0.png,wrinkles,96.29,wrinkles,98.15,wrinkles,80.82,True
2828151696_0.png,wrinkles,45.01,clear_face,49.05,wrinkles,57.27,False
2828995767_0.png,clear_face,90.64,clear_face,76.25,clear_face,81.61,True
2829913021_0.png,wrinkles,99.81,wrinkles,69.69,wrinkles,99.47,True
2830363594_0.png,wrinkles,89.37,wrinkles,92.72,wrinkles,97.85,True
2830424575_0.png,wrinkles,98.69,wrinkles,99.78,wrinkles,99.57,True
2831008144_0.png,wrinkles,99.87,wrinkles,81.12,wrinkles,99.51,True
2831016920_0.png,wrinkles,98.54,wrinkles,70.17,wrinkles,99.65,True
2831496177_1.png,wrinkles,95.45,wrinkles,98.35,wrinkles,51.74,True
2831496177_2.png,wrinkles,97.47,wrinkles,95.06,acne,90.4,False
2832029882_0.png,wrinkles,99.02,wrinkles,98.66,wrinkles,99.75,True
2832029882_1.png,wrinkles,99.84,wrinkles,97.39,wrinkles,99.41,True
283204133_0.png,wrinkles,99.85,wrinkles,98.36,wrinkles,95.5,True
2832220304_0.png,wrinkles,99.99,wrinkles,99.99,wrinkles,99.98,True
2832347921_2.png,wrinkles,99.6,wrinkles,93.6,wrinkles,97.8,True
2832838234_0.png,wrinkles,54.58,puffy_eyes,37.92,acne,56.12,False
2833218773_0.png,wrinkles,98.98,wrinkles,92.88,wrinkles,99.18,True
2833882141_0.png,clear_face,84.29,puffy_eyes,43.77,clear_face,94.48,False
2833882141_1.png,clear_face,99.77,clear_face,96.75,clear_face,98.22,True
2834071380_1.png,wrinkles,99.84,wrinkles,41.75,wrinkles,99.16,True
2836158746_1.png,wrinkles,98.85,wrinkles,96.84,wrinkles,99.91,True
2836896631_0.png,wrinkles,99.94,wrinkles,99.79,wrinkles,99.47,True
2837076619_0.png,darkspots,82.76,darkspots,79.12,darkspots,93.95,True
2838260590_0.png,wrinkles,98.82,wrinkles,97.06,wrinkles,96.14,True
284068239_0.png,wrinkles,99.19,wrinkles,91.19,wrinkles,92.53,True
2840889288_0.png,wrinkles,62.68,wrinkles,56.1,wrinkles,98.79,True
2841299870_0.png,wrinkles,99.98,wrinkles,99.9,wrinkles,99.9,True
2841323114_0.png,wrinkles,99.97,wrinkles,93.04,wrinkles,99.27,True
2841745214_0.png,wrinkles,99.98,wrinkles,99.95,wrinkles,99.37,True
2843584325_0.png,wrinkles,96.4,wrinkles,58.03,wrinkles,67.49,True
2844118227_0.png,wrinkles,87.27,darkspots,62.7,darkspots,53.82,False
2844430988_1.png,wrinkles,99.96,wrinkles,97.22,wrinkles,99.57,True
2844832323_0.png,wrinkles,96.54,wrinkles,99.34,wrinkles,94.06,True
2844976190_0.png,wrinkles,100.0,wrinkles,99.32,wrinkles,99.59,True
2845540667_0.png,wrinkles,95.1,wrinkles,95.08,wrinkles,98.55,True
2845557211_0.png,wrinkles,99.7,wrinkles,97.82,wrinkles,99.85,True
2845847052_0.png,wrinkles,99.99,wrinkles,99.98,wrinkles,99.97,True
2846937331_0.png,wrinkles,79.23,wrinkles,82.8,acne,39.76,False
2847581901_0.png,wrinkles,99.94,wrinkles,97.96,wrinkles,87.32,True
2847595493_0.png,darkspots,62.77,wrinkles,56.31,darkspots,82.25,False
2847603707_1.png,wrinkles,99.96,wrinkles,99.95,wrinkles,99.97,True
284762450_0.png,wrinkles,99.47,wrinkles,98.7,wrinkles,75.2,True
2848197905_0.png,puffy_eyes,46.06,clear_face,41.78,clear_face,67.02,False
2848305477_0.png,wrinkles,99.74,wrinkles,97.29,wrinkles,99.55,True
2848356979_0.png,acne,96.98,acne,85.63,darkspots,49.05,False
2848939297_0.png,wrinkles,99.43,wrinkles,99.79,wrinkles,95.07,True
2849218752_0.png,wrinkles,89.49,wrinkles,86.89,wrinkles,83.84,True
2849777246_0.png,wrinkles,99.99,wrinkles,99.36,wrinkles,99.99,True
284992332_0.png,wrinkles,61.13,wrinkles,92.97,acne,37.22,False
285025897_0.png,wrinkles,99.81,wrinkles,99.26,wrinkles,98.84,True
285074035_0.png,wrinkles,100.0,wrinkles,98.94,wrinkles,100.0,True
2850782167_1.png,wrinkles,99.97,wrinkles,99.62,wrinkles,99.92,True
2851716249_0.png,wrinkles,71.35,wrinkles,72.64,wrinkles,92.2,True
2851841474_0.png,wrinkles,82.57,wrinkles,80.26,wrinkles,64.81,True
2852268982_1.png,wrinkles,99.14,wrinkles,88.58,wrinkles,99.7,True
2852581276_0.png,wrinkles,100.0,wrinkles,99.82,wrinkles,99.97,True
2852694891_0.png,puffy_eyes,65.63,puffy_eyes,62.93,puffy_eyes,70.5,True
285372667_4.png,puffy_eyes,96.24,puffy_eyes,46.56,wrinkles,59.03,False
2854978650_0.png,wrinkles,74.13,wrinkles,74.16,wrinkles,79.67,True
2854978650_4.png,wrinkles,99.49,wrinkles,97.46,wrinkles,86.41,True
2855378965_0.png,clear_face,75.03,clear_face,96.3,clear_face,96.67,True
2856618004_0.png,wrinkles,99.77,wrinkles,56.98,wrinkles,99.75,True
2857495338_0.png,wrinkles,98.97,wrinkles,79.33,wrinkles,85.73,True
2858594515_0.png,wrinkles,99.71,wrinkles,99.81,wrinkles,99.44,True
2859630632_0.png,darkspots,62.54,acne,49.51,acne,41.35,False
285971074_0.png,wrinkles,99.96,wrinkles,99.61,wrinkles,98.22,True
2860148585_0.png,wrinkles,69.08,wrinkles,94.29,wrinkles,85.84,True
2860512758_0.png,wrinkles,96.1,wrinkles,53.18,acne,47.64,False
2860703287_0.png,wrinkles,61.2,clear_face,48.55,clear_face,51.86,False
28609843_0.png,wrinkles,99.14,wrinkles,85.55,wrinkles,90.67,True
2861404641_0.png,wrinkles,91.57,wrinkles,87.9,wrinkles,95.36,True
286257676_1.png,wrinkles,97.47,wrinkles,75.7,wrinkles,82.21,True
286277720_0.png,wrinkles,99.13,wrinkles,89.18,wrinkles,99.17,True
2862826863_0.png,wrinkles,94.58,wrinkles,52.5,wrinkles,81.81,True
2862993945_1.png,wrinkles,100.0,wrinkles,98.64,wrinkles,99.97,True
2864347027_0.png,wrinkles,99.59,wrinkles,97.07,wrinkles,98.33,True
2864370051_0.png,wrinkles,67.13,clear_face,57.11,clear_face,64.13,False
2865910517_0.png,clear_face,59.86,puffy_eyes,48.41,clear_face,60.86,False
2866244669_0.png,wrinkles,52.64,clear_face,44.03,clear_face,60.18,False
2867007134_0.png,wrinkles,61.99,wrinkles,34.52,acne,61.79,False
2867568145_0.png,wrinkles,99.97,wrinkles,96.85,wrinkles,99.01,True
2868579561_0.png,clear_face,93.64,clear_face,68.48,clear_face,67.71,True
286930184_0.png,wrinkles,99.31,wrinkles,98.64,wrinkles,73.08,True
2870162097_0.png,wrinkles,56.65,wrinkles,71.26,wrinkles,63.04,True
2870714717_0.png,wrinkles,99.93,wrinkles,98.99,wrinkles,98.99,True
287280911_0.png,wrinkles,85.34,wrinkles,50.96,darkspots,32.64,False
2873627467_0.png,wrinkles,96.43,wrinkles,87.77,wrinkles,69.5,True
2873777675_0.png,wrinkles,80.01,clear_face,49.68,clear_face,43.17,False
2873777675_1.png,wrinkles,97.7,wrinkles,74.78,wrinkles,85.89,True
2874265923_2.png,wrinkles,99.06,wrinkles,95.29,wrinkles,88.93,True
2874981346_1.png,wrinkles,68.41,clear_face,63.23,wrinkles,47.54,False
2875337062_0.png,wrinkles,99.86,wrinkles,99.01,wrinkles,99.93,True
2875926657_0.png,clear_face,62.18,wrinkles,89.29,wrinkles,91.09,False
2876219482_0.png,wrinkles,99.12,wrinkles,85.58,wrinkles,97.19,True
2876614070_0.png,wrinkles,99.99,wrinkles,99.38,wrinkles,99.97,True
2879796741_0.png,wrinkles,100.0,wrinkles,100.0,wrinkles,100.0,True
2880384130_0.png,wrinkles,99.88,wrinkles,99.14,wrinkles,99.84,True
2880511775_0.png,wrinkles,98.92,wrinkles,99.24,wrinkles,98.4,True
2880662728_0.png,wrinkles,99.13,wrinkles,93.36,wrinkles,97.99,True
2881662665_0.png,puffy_eyes,39.07,acne,56.35,wrinkles,49.85,False
2882191961_0.png,wrinkles,99.3,wrinkles,95.9,wrinkles,97.44,True
2884045906_0.png,wrinkles,99.88,wrinkles,99.69,wrinkles,98.52,True
2884205922_0.png,wrinkles,100.0,wrinkles,99.99,wrinkles,99.99,True
2888484460_1.png,wrinkles,98.37,wrinkles,94.1,wrinkles,99.94,True
2889415881_0.png,wrinkles,100.0,wrinkles,99.59,wrinkles,99.99,True
2890195637_0.png,wrinkles,98.95,wrinkles,84.43,wrinkles,96.27,True
2890279393_2.png,wrinkles,99.87,wrinkles,74.87,wrinkles,99.79,True
2892406596_0.png,wrinkles,68.42,wrinkles,77.46,wrinkles,61.93,True
2892631135_0.png,wrinkles,99.94,wrinkles,99.7,wrinkles,98.04,True
2893122615_3.png,wrinkles,99.83,wrinkles,98.44,wrinkles,94.18,True
2893155433_0.png,wrinkles,95.8,wrinkles,95.45,acne,51.35,False
2893155433_1.png,wrinkles,99.98,wrinkles,99.3,wrinkles,99.6,True
2893211751_0.png,wrinkles,94.1,wrinkles,97.16,wrinkles,91.72,True
2893908592_1.png,wrinkles,82.7,wrinkles,84.24,wrinkles,84.51,True
2894090971_1.png,wrinkles,82.77,wrinkles,70.51,wrinkles,71.35,True
2894090971_2.png,wrinkles,99.47,wrinkles,99.58,wrinkles,95.85,True
2894932558_0.png,clear_face,62.26,clear_face,59.67,acne,97.36,False
2895273339_1.png,wrinkles,72.54,wrinkles,97.15,wrinkles,90.89,True
289584157_0.png,acne,95.44,acne,96.63,acne,92.5,True
2896384991_0.png,wrinkles,84.14,darkspots,66.29,acne,62.61,False
289645798_0.png,wrinkles,88.12,acne,42.24,acne,87.27,False
289663291_0.png,wrinkles,63.55,darkspots,53.5,darkspots,54.56,False
2897128059_0.png,acne,42.43,wrinkles,74.77,wrinkles,86.88,False
2897561528_0.png,wrinkles,97.29,wrinkles,98.38,wrinkles,98.43,True
2898211493_0.png,wrinkles,98.16,wrinkles,98.44,acne,82.76,False
2898805849_1.png,clear_face,51.73,wrinkles,49.49,acne,48.14,False
2899740343_0.png,wrinkles,75.46,wrinkles,94.47,wrinkles,79.41,True
2900004649_0.png,wrinkles,98.07,wrinkles,97.56,wrinkles,66.48,True
2900084364_0.png,wrinkles,99.3,wrinkles,99.9,wrinkles,99.94,True
2900805494_0.png,wrinkles,77.89,wrinkles,93.19,wrinkles,97.65,True
2903210530_0.png,puffy_eyes,81.31,puffy_eyes,57.5,puffy_eyes,61.05,True
2903586857_0.png,acne,67.19,darkspots,68.33,acne,79.97,False
2903586857_1.png,wrinkles,99.97,wrinkles,96.04,wrinkles,99.65,True
290382746_0.png,wrinkles,98.08,wrinkles,99.38,wrinkles,70.84,True
2903949015_0.png,wrinkles,99.68,wrinkles,98.3,wrinkles,99.24,True
2904163142_0.png,wrinkles,78.26,wrinkles,94.18,wrinkles,60.32,True
2904774497_0.png,puffy_eyes,72.5,wrinkles,66.1,wrinkles,48.89,False
2906944186_0.png,wrinkles,88.98,wrinkles,92.91,wrinkles,92.1,True
2907233970_0.png,wrinkles,98.52,wrinkles,85.9,wrinkles,50.33,True
2907233970_1.png,wrinkles,100.0,wrinkles,98.66,wrinkles,99.78,True
2908325272_0.png,wrinkles,99.42,wrinkles,82.69,acne,46.98,False
2909120888_1.png,wrinkles,99.98,wrinkles,99.34,wrinkles,99.18,True
2909361782_0.png,wrinkles,95.9,wrinkles,64.85,wrinkles,62.55,True
2909365469_0.png,wrinkles,99.41,wrinkles,98.67,wrinkles,88.7,True
2909446148_0.png,wrinkles,95.63,wrinkles,93.11,wrinkles,99.43,True
2909446148_1.png,wrinkles,99.8,wrinkles,97.8,wrinkles,99.95,True
2909575356_0.png,wrinkles,93.57,wrinkles,94.84,wrinkles,73.6,True
2910038195_0.png,clear_face,76.62,clear_face,91.04,clear_face,93.69,True
2912136576_0.png,wrinkles,97.7,wrinkles,96.37,wrinkles,97.68,True
2912145682_0.png,clear_face,85.15,clear_face,94.22,clear_face,71.62,True
291217100_1.png,wrinkles,99.87,wrinkles,99.32,wrinkles,95.78,True
2912670848_0.png,acne,92.03,wrinkles,61.12,acne,98.82,False
2913441990_0.png,wrinkles,99.93,wrinkles,97.32,wrinkles,98.59,True
291386159_0.png,acne,69.59,acne,72.57,wrinkles,96.74,False
2914766305_0.png,wrinkles,99.98,wrinkles,94.37,wrinkles,99.12,True
2914805808_0.png,wrinkles,99.49,wrinkles,72.69,wrinkles,98.18,True
2914896478_0.png,wrinkles,85.51,wrinkles,97.0,wrinkles,98.57,True
2915997409_0.png,wrinkles,98.72,wrinkles,98.91,wrinkles,99.36,True
2916826803_0.png,wrinkles,88.97,acne,71.0,wrinkles,61.0,False
291758120_0.png,wrinkles,99.92,wrinkles,97.15,wrinkles,66.18,True
2918667695_0.png,clear_face,97.08,clear_face,63.75,clear_face,74.02,True
2919907678_2.png,wrinkles,99.55,wrinkles,96.75,wrinkles,90.12,True
2920465178_0.png,wrinkles,98.48,wrinkles,98.9,wrinkles,99.16,True
2921190421_0.png,wrinkles,99.86,wrinkles,99.87,wrinkles,99.89,True
2922055663_0.png,wrinkles,96.7,wrinkles,59.35,wrinkles,39.06,True
2922355146_0.png,wrinkles,99.67,wrinkles,98.67,wrinkles,99.88,True
2922366446_0.png,wrinkles,73.13,acne,75.31,wrinkles,83.71,False
2922523416_0.png,puffy_eyes,89.1,acne,95.05,wrinkles,45.26,False
2922597714_0.png,wrinkles,100.0,wrinkles,100.0,wrinkles,99.89,True
2924519498_0.png,clear_face,84.84,clear_face,37.66,acne,49.08,False
2927215859_0.png,wrinkles,99.99,wrinkles,99.99,wrinkles,96.8,True
2927496210_0.png,acne,97.02,wrinkles,75.51,acne,98.46,False
2927669118_1.png,wrinkles,65.29,wrinkles,76.0,acne,58.51,False
2927768601_0.png,clear_face,99.13,clear_face,95.78,wrinkles,57.51,False
2927833839_0.png,wrinkles,94.38,wrinkles,99.55,wrinkles,98.25,True
2927933538_0.png,wrinkles,98.24,wrinkles,93.04,wrinkles,99.38,True
2928631168_0.png,wrinkles,92.05,wrinkles,82.88,wrinkles,96.48,True
2930362227_0.png,wrinkles,99.35,wrinkles,99.22,wrinkles,99.51,True
2930362227_6.png,wrinkles,100.0,wrinkles,99.91,wrinkles,99.82,True
2930362227_7.png,wrinkles,99.94,wrinkles,97.12,wrinkles,99.6,True
2930362227_8.png,wrinkles,100.0,wrinkles,99.98,wrinkles,99.93,True
2934957238_0.png,wrinkles,99.55,wrinkles,99.33,wrinkles,99.1,True
2935681153_0.png,wrinkles,99.75,wrinkles,99.76,wrinkles,99.91,True
293598525_0.png,acne,89.37,acne,97.63,acne,80.36,True
2937078063_0.png,wrinkles,91.89,wrinkles,89.83,wrinkles,84.07,True
2938404210_0.png,wrinkles,95.92,wrinkles,99.35,wrinkles,98.94,True
2939021359_0.png,wrinkles,93.65,wrinkles,69.86,wrinkles,98.7,True
2939783035_0.png,wrinkles,54.64,wrinkles,82.8,wrinkles,74.37,True
2940895485_0.png,wrinkles,61.89,wrinkles,68.82,clear_face,31.36,False
2941037009_0.png,wrinkles,98.14,wrinkles,95.46,wrinkles,98.7,True
2941495975_0.png,wrinkles,69.68,wrinkles,84.2,wrinkles,73.76,True
2942509603_0.png,acne,82.2,clear_face,76.0,wrinkles,70.09,False
2943535188_0.png,wrinkles,95.02,puffy_eyes,65.85,wrinkles,79.04,False
2943535188_1.png,wrinkles,99.19,wrinkles,96.95,wrinkles,90.19,True
2943610542_1.png,wrinkles,87.48,wrinkles,78.43,wrinkles,98.56,True
2946529413_0.png,wrinkles,99.58,wrinkles,96.52,wrinkles,99.49,True
2947774599_0.png,wrinkles,99.55,wrinkles,97.08,wrinkles,85.58,True
2947963751_0.png,wrinkles,99.88,wrinkles,95.7,wrinkles,99.0,True
2948949272_1.png,wrinkles,99.65,wrinkles,99.87,wrinkles,95.85,True
2948949272_2.png,wrinkles,99.95,wrinkles,79.93,wrinkles,86.83,True
2949104078_0.png,wrinkles,93.42,wrinkles,93.29,wrinkles,84.5,True
2949342734_0.png,wrinkles,98.11,wrinkles,76.06,darkspots,36.87,False
2950886028_0.png,wrinkles,99.79,wrinkles,99.45,wrinkles,97.64,True
2951492443_1.png,wrinkles,82.46,wrinkles,89.59,clear_face,64.15,False
2951973465_0.png,wrinkles,99.44,wrinkles,98.61,wrinkles,98.32,True
2952248342_0.png,wrinkles,52.99,wrinkles,94.69,acne,97.64,False
2953570665_0.png,wrinkles,66.66,acne,83.77,acne,54.39,False
2953690049_3.png,wrinkles,99.6,wrinkles,99.28,wrinkles,99.58,True
2954616474_0.png,darkspots,63.86,darkspots,95.24,darkspots,90.24,True
2954911293_0.png,acne,98.71,acne,92.61,acne,95.23,True
2955474516_0.png,wrinkles,87.78,wrinkles,94.93,wrinkles,94.06,True
2955551464_0.png,wrinkles,82.61,wrinkles,96.85,wrinkles,94.3,True
2956465250_0.png,wrinkles,99.99,wrinkles,99.85,wrinkles,99.99,True
2956952313_1.png,wrinkles,99.5,wrinkles,95.64,wrinkles,97.07,True
2957281769_0.png,wrinkles,98.02,wrinkles,84.87,wrinkles,99.41,True
295742059_0.png,wrinkles,96.36,wrinkles,91.9,wrinkles,92.58,True
2957786850_0.png,clear_face,82.37,clear_face,44.52,wrinkles,93.32,False
2959002053_0.png,acne,84.64,acne,61.7,acne,90.27,True
295900779_0.png,wrinkles,58.48,wrinkles,36.55,wrinkles,48.4,True
2959190667_0.png,wrinkles,99.84,wrinkles,98.36,wrinkles,99.04,True
295960438_0.png,clear_face,59.31,wrinkles,87.74,wrinkles,66.42,False
2959819523_2.png,wrinkles,99.52,wrinkles,84.17,wrinkles,74.97,True
2960854344_0.png,wrinkles,99.81,wrinkles,99.6,wrinkles,99.93,True
2961613940_0.png,wrinkles,98.15,wrinkles,60.61,wrinkles,97.91,True
2961617767_1.png,wrinkles,81.65,wrinkles,88.15,wrinkles,63.3,True
2962115405_0.png,wrinkles,99.84,puffy_eyes,67.6,wrinkles,98.46,False
2962641215_0.png,wrinkles,99.86,wrinkles,98.93,wrinkles,74.36,True
2963066752_0.png,wrinkles,66.13,wrinkles,87.87,wrinkles,97.13,True
2963658453_0.png,wrinkles,70.03,wrinkles,87.3,wrinkles,90.98,True
2964495728_0.png,acne,74.87,wrinkles,65.89,clear_face,52.49,False
2964567898_0.png,wrinkles,92.06,clear_face,86.66,wrinkles,86.07,False
2965194257_0.png,wrinkles,54.28,acne,76.69,wrinkles,99.48,False
2965377724_1.png,wrinkles,97.23,wrinkles,81.43,wrinkles,88.24,True
2965377724_2.png,wrinkles,98.53,wrinkles,88.79,wrinkles,86.82,True
2965905307_0.png,wrinkles,69.14,clear_face,83.11,acne,57.06,False
2966116268_2.png,wrinkles,99.99,wrinkles,99.66,wrinkles,99.91,True
296615196_0.png,wrinkles,94.65,clear_face,85.23,clear_face,66.7,False
296948084_0.png,clear_face,79.95,clear_face,64.04,clear_face,84.47,True
2969890624_0.png,wrinkles,97.54,wrinkles,98.13,wrinkles,99.59,True
296993628_0.png,wrinkles,94.29,wrinkles,92.78,wrinkles,85.05,True
2970353343_0.png,acne,37.27,clear_face,37.27,wrinkles,48.09,False
2971223781_0.png,wrinkles,93.17,clear_face,45.87,wrinkles,58.93,False
2971521507_0.png,wrinkles,79.34,wrinkles,96.69,wrinkles,92.44,True
2972089944_0.png,wrinkles,99.07,wrinkles,85.9,wrinkles,91.28,True
2972737299_0.png,wrinkles,99.96,wrinkles,91.99,wrinkles,99.07,True
2972784158_0.png,wrinkles,99.27,wrinkles,56.2,wrinkles,88.91,True
2973632956_0.png,wrinkles,96.89,wrinkles,54.35,wrinkles,77.99,True
2973968379_0.png,wrinkles,96.88,wrinkles,90.36,wrinkles,90.1,True
2975116870_0.png,wrinkles,100.0,wrinkles,100.0,wrinkles,100.0,True
2975187025_0.png,wrinkles,99.54,wrinkles,95.54,wrinkles,99.28,True
2975290711_0.png,wrinkles,99.75,wrinkles,95.17,wrinkles,92.73,True
297607357_0.png,wrinkles,92.89,wrinkles,96.44,wrinkles,75.78,True
2976387351_0.png,wrinkles,63.4,wrinkles,57.16,wrinkles,58.36,True
2976499134_1.png,wrinkles,95.89,wrinkles,98.26,acne,86.82,False
2976624668_0.png,wrinkles,99.96,wrinkles,98.68,wrinkles,99.61,True
297676472_1.png,puffy_eyes,78.51,puffy_eyes,60.33,wrinkles,34.79,False
2977023387_0.png,wrinkles,60.26,acne,98.82,wrinkles,89.52,False
2977238071_0.png,acne,62.36,wrinkles,61.69,darkspots,78.5,False
2977865233_0.png,puffy_eyes,36.29,darkspots,63.35,darkspots,57.08,False
2978018672_0.png,wrinkles,99.35,wrinkles,92.72,wrinkles,93.0,True
2978134863_0.png,wrinkles,99.71,wrinkles,99.44,wrinkles,99.72,True
2980401790_0.png,wrinkles,96.36,wrinkles,96.42,acne,42.21,False
2980561577_0.png,wrinkles,99.8,wrinkles,76.16,wrinkles,77.53,True
2980806492_0.png,wrinkles,97.47,wrinkles,89.91,acne,37.57,False
2981694252_0.png,wrinkles,98.52,wrinkles,66.77,wrinkles,75.08,True
2981871301_1.png,wrinkles,97.9,wrinkles,92.86,wrinkles,92.77,True
2981956275_0.png,wrinkles,99.63,wrinkles,98.9,wrinkles,96.83,True
2982105691_0.png,wrinkles,99.76,wrinkles,94.49,wrinkles,96.11,True
2982353774_0.png,wrinkles,99.43,wrinkles,89.44,wrinkles,91.54,True
2982635335_0.png,wrinkles,99.93,wrinkles,99.37,wrinkles,97.85,True
2982635335_2.png,wrinkles,99.99,wrinkles,99.94,wrinkles,99.34,True
2983238083_0.png,wrinkles,92.53,wrinkles,47.3,wrinkles,63.8,True
2983239978_0.png,wrinkles,97.41,wrinkles,70.84,acne,81.07,False
2983291482_0.png,puffy_eyes,75.8,wrinkles,75.85,wrinkles,62.01,False
2984230709_0.png,wrinkles,56.03,wrinkles,57.31,wrinkles,79.94,True
2984230709_1.png,wrinkles,99.88,wrinkles,98.58,wrinkles,97.74,True
2984971033_0.png,wrinkles,53.86,wrinkles,80.95,acne,35.24,False
2985071260_0.png,acne,92.06,acne,78.68,acne,90.54,True
2985957303_0.png,wrinkles,99.97,wrinkles,99.81,wrinkles,99.91,True
2986174766_0.png,wrinkles,99.48,wrinkles,98.44,wrinkles,94.41,True
2986482996_0.png,puffy_eyes,50.99,wrinkles,91.86,puffy_eyes,57.17,False
2986723097_0.png,wrinkles,76.94,wrinkles,78.03,acne,87.18,False
2987462091_0.png,wrinkles,95.37,wrinkles,96.37,wrinkles,99.71,True
2987574596_0.png,wrinkles,61.77,wrinkles,42.42,wrinkles,50.24,True
2988022721_0.png,clear_face,95.25,clear_face,76.5,wrinkles,99.35,False
29881120_0.png,wrinkles,99.85,wrinkles,98.39,wrinkles,96.4,True
2988188661_0.png,wrinkles,62.31,wrinkles,79.28,wrinkles,73.5,True
2989409731_0.png,wrinkles,73.16,wrinkles,63.34,wrinkles,82.71,True
2990386521_0.png,wrinkles,46.91,wrinkles,89.88,wrinkles,87.4,True
2990516973_0.png,wrinkles,99.62,wrinkles,95.34,wrinkles,96.67,True
2990516973_5.png,clear_face,77.09,clear_face,97.0,clear_face,91.5,True
2990617573_1.png,wrinkles,96.84,wrinkles,98.39,wrinkles,84.06,True
2990914836_0.png,wrinkles,99.83,wrinkles,95.36,wrinkles,95.26,True
2991228465_0.png,wrinkles,98.87,wrinkles,95.61,wrinkles,94.18,True
2991864763_0.png,wrinkles,99.75,wrinkles,99.98,wrinkles,99.01,True
2992255168_0.png,wrinkles,85.11,wrinkles,93.87,wrinkles,60.89,True
2992367237_0.png,wrinkles,99.8,wrinkles,98.94,wrinkles,92.98,True
2993497576_0.png,wrinkles,99.96,wrinkles,97.57,wrinkles,99.87,True
2994330061_0.png,wrinkles,94.25,wrinkles,99.68,wrinkles,94.3,True
2995036757_0.png,wrinkles,99.26,wrinkles,81.9,wrinkles,89.76,True
2995608974_0.png,wrinkles,89.65,darkspots,78.61,darkspots,87.06,False
2996748779_1.png,wrinkles,99.96,wrinkles,96.58,wrinkles,99.99,True
